time,pressure,thrust
11.135,47.284,11.297
11.140,43.424,13.780
11.145,46.319,11.297
11.150,46.319,13.780
11.155,44.389,13.780
11.160,45.354,13.780
11.165,45.354,13.780
11.170,43.424,11.297
11.175,45.354,11.297
11.180,45.354,13.780
11.185,44.389,8.814
11.190,45.354,11.297
11.195,44.389,13.780
11.200,46.319,16.263
11.205,45.354,18.745
11.210,44.389,-1.117
11.215,45.354,-1.117
11.220,46.319,-1.117
11.225,43.424,-1.117
11.230,44.389,-1.117
11.235,42.459,-1.117
11.240,42.459,-1.117
11.245,40.529,-1.117
11.250,43.424,-1.117
11.255,45.354,-1.117
11.260,42.459,-1.117
11.265,40.529,-1.117
11.270,46.319,-1.117
11.275,41.494,8.814
11.280,41.494,11.297
11.285,43.424,13.780
11.290,40.529,16.263
11.295,43.424,13.780
11.300,41.494,8.814
11.305,41.494,8.814
11.310,43.424,3.848
11.315,42.459,11.297
11.320,40.529,8.814
11.325,40.529,6.331
11.330,42.459,3.848
11.335,42.459,3.848
11.340,42.459,6.331
11.345,41.494,8.814
11.350,42.459,3.848
11.355,41.494,6.331
11.360,41.494,6.331
11.365,43.424,6.331
11.370,41.494,3.848
11.375,38.599,11.297
11.380,40.529,16.263
11.385,40.529,16.263
11.390,38.599,13.780
11.395,43.424,8.814
11.400,40.529,11.297
